#legend:                       ArgonShock      
#plabel:                       z               
#pscale:                       1.31262         
#pscale_str:                   $L_{NL}$        
#punit_str:                    m               
#pval:                         2.35662         
#title_str:                    z =             
#xcordID:                      T               
#xlabel:                       t               
#xscale:                       0               
#xscale_str:                   $t_{p}$         
#xunit_str:                    s               
#ycordID:                      E               
#ylabel:                       E               
#yscale:                       6.13698e+09     
#yscale_str:                   $E_{0}$         
#yunit_str:                    V/m             
-2.3999999999999999e-13   -4.1098167781706981e+05   
-2.3988278388278389e-13   -4.0664747778775310e+05   
-2.3976556776556774e-13   -3.9329064390943473e+05   
-2.3964835164835165e-13   -3.7474906845931418e+05   
-2.3953113553113550e-13   -3.5683297079968423e+05   
-2.3941391941391940e-13   -3.4543292982242181e+05   
-2.3929670329670330e-13   -3.4442363407637336e+05   
-2.3917948717948716e-13   -3.5409648678927025e+05   
-2.3906227106227106e-13   -3.7078472231353685e+05   
-2.3894505494505491e-13   -3.8798142527014896e+05   
-2.3882783882783881e-13   -3.9867479696010338e+05   
-2.3871062271062272e-13   -3.9805672944099410e+05   
-2.3859340659340657e-13   -3.8548986509662581e+05   
-2.3847619047619047e-13   -3.6484980120613921e+05   
-2.3835897435897432e-13   -3.4304812179416884e+05   
-2.3824175824175823e-13   -3.2735943847373279e+05   
-2.3812454212454213e-13   -3.2268662931072165e+05   
-2.3800732600732598e-13   -3.2984824426082108e+05   
-2.3789010989010989e-13   -3.4544787280023017e+05   
-2.3777289377289374e-13   -3.6321851102036884e+05   
-2.3765567765567764e-13   -3.7624612129000766e+05   
-2.3753846153846154e-13   -3.7929305079531349e+05   
-2.3742124542124540e-13   -3.7051117895694351e+05   
-2.3730402930402930e-13   -3.5205389669853589e+05   
-2.3718681318681315e-13   -3.2940279380483291e+05   
-2.3706959706959705e-13   -3.0958395762828900e+05   
-2.3695238095238096e-13   -2.9879696100165095e+05   
-2.3683516483516481e-13   -3.0021325385441922e+05   
-2.3671794871794871e-13   -3.1271811701765395e+05   
-2.3660073260073256e-13   -3.3112362206708023e+05   
-2.3648351648351647e-13   -3.4790305666198459e+05   
-2.3636630036630037e-13   -3.5591754653063876e+05   
-2.3624908424908422e-13   -3.5113916038354550e+05   
-2.3613186813186813e-13   -3.3426532639837125e+05   
-2.3601465201465198e-13   -3.1050202120420395e+05   
-2.3589743589743588e-13   -2.8755779597434035e+05   
-2.3578021978021978e-13   -2.7268105229249940e+05   
-2.3566300366300364e-13   -2.6997683383474557e+05   
-2.3554578754578754e-13   -2.7905254412657506e+05   
-2.3542857142857139e-13   -2.9540007385219325e+05   
-2.3531135531135529e-13   -3.1219299898130051e+05   
-2.3519413919413920e-13   -3.2270956848507049e+05   
-2.3507692307692305e-13   -3.2251789113498392e+05   
-2.3495970695970695e-13   -3.1078784551728406e+05   
-2.3484249084249081e-13   -2.9044210615758848e+05   
-2.3472527472527471e-13   -2.6718691289315873e+05   
-2.3460805860805861e-13   -2.4772045405243358e+05   
-2.3449084249084246e-13   -2.3760409198768492e+05   
-2.3437362637362637e-13   -2.3939580682604900e+05   
-2.3425641025641022e-13   -2.5164639207967572e+05   
-2.3413919413919412e-13   -2.6918480954863748e+05   
-2.3402197802197802e-13   -2.8474360150124907e+05   
-2.3390476190476188e-13   -2.9147641715899075e+05   
-2.3378754578754578e-13   -2.8549368227464339e+05   
-2.3367032967032968e-13   -2.6742245370137936e+05   
-2.3355311355311354e-13   -2.4230856379223941e+05   
-2.3343589743589744e-13   -2.1783138672082862e+05   
-2.3331868131868129e-13   -2.0150146304825263e+05   
-2.3320146520146519e-13   -1.9792281515494449e+05   
-2.3308424908424910e-13   -2.0714362038770123e+05   
-2.3296703296703295e-13   -2.2465854412526899e+05   
-2.3284981684981685e-13   -2.4300525272305185e+05   
-2.3273260073260070e-13   -2.5436652958291315e+05   
-2.3261538461538461e-13   -2.5329281365721507e+05   
-2.3249816849816851e-13   -2.3863835908049860e+05   
-2.3238095238095236e-13   -2.1404561717104094e+05   
-2.3226373626373626e-13   -1.8676737851536804e+05   
-2.3214652014652012e-13   -1.6517256175853818e+05   
-2.3202930402930402e-13   -1.5576348674340025e+05   
-2.3191208791208792e-13   -1.6075745269589211e+05   
-2.3179487179487178e-13   -1.7714451064083623e+05   
-2.3167765567765568e-13   -1.9764371503119366e+05   
-2.3156043956043953e-13   -2.1329152577944921e+05   
-2.3144322344322343e-13   -2.1675373078864522e+05   
-2.3132600732600734e-13   -2.0511822047168904e+05   
-2.3120879120879119e-13   -1.8106883664004272e+05   
-2.3109157509157509e-13   -1.5194032458386975e+05   
-2.3097435897435894e-13   -1.2698407858561861e+05   
-2.3085714285714285e-13   -1.1388860564551868e+05   
-2.3073992673992675e-13   -1.1589427131550119e+05   
-2.3062271062271060e-13   -1.3060187619657595e+05   
-2.3050549450549451e-13   -1.5091230447138599e+05   
-2.3038827838827836e-13   -1.6772220139187755e+05   
-2.3027106227106226e-13   -1.7334384686746847e+05   
-2.3015384615384616e-13   -1.6435021195258744e+05   
-2.3003663003663002e-13   -1.4276964998936380e+05   
-2.2991941391941392e-13   -1.1519900006616201e+05   
-2.2980219780219777e-13   -9.0224586978628780e+04   
-2.2968498168498167e-13   -7.5195089298870807e+04   
-2.2956776556776558e-13   -7.3597502459060357e+04   
-2.2945054945054943e-13   -8.3979007747331067e+04   
-2.2933333333333333e-13   -1.0070584140180623e+05   
-2.2921611721611718e-13   -1.1615520141652715e+05   
-2.2909890109890109e-13   -1.2346494595837555e+05   
-2.2898168498168499e-13   -1.1885266838984618e+05   
-2.2886446886446884e-13   -1.0275063768978330e+05   
-2.2874725274725275e-13   -7.9466770569971704e+04   
-2.2863003663003660e-13   -5.5592522754901715e+04   
-2.2851282051282050e-13   -3.7754746978496078e+04   
-2.2839560439560440e-13   -3.0445000812224142e+04   
-2.2827838827838826e-13   -3.4569416289466957e+04   
-2.2816117216117216e-13   -4.7134078850233549e+04   
-2.2804395604395601e-13   -6.2187627530193298e+04   
-2.2792673992673991e-13   -7.2801910820722434e+04   
-2.2780952380952382e-13   -7.3509750570756398e+04   
-2.2769230769230767e-13   -6.2355501467964328e+04   
-2.2757509157509157e-13   -4.1732504833932187e+04   
-2.2745787545787542e-13   -1.7579046871133662e+04   
-2.2734065934065933e-13   2.8371293129665073e+03    
-2.2722344322344321e-13   1.3698121021376501e+04    
-2.2710622710622708e-13   1.2861695511550221e+04    
-2.2698901098901099e-13   2.6292916082782313e+03    
-2.2687179487179486e-13   -1.1246441373211523e+04   
-2.2675457875457874e-13   -2.1884899651663211e+04   
-2.2663736263736262e-13   -2.3950290400241232e+04   
-2.2652014652014650e-13   -1.5569146635903886e+04   
-2.2640293040293040e-13   1.2384847392179222e+03    
-2.2628571428571428e-13   2.1651526995812681e+04    
-2.2616849816849815e-13   4.0046594872506517e+04    
-2.2605128205128203e-13   5.2001777618298554e+04    
-2.2593406593406591e-13   5.5581307537703877e+04    
-2.2581684981684981e-13   5.1624029305131728e+04    
-2.2569963369963369e-13   4.3177954808214272e+04    
-2.2558241758241757e-13   3.4430141344264215e+04    
-2.2546520146520145e-13   2.9483993957310591e+04    
-2.2534798534798532e-13   3.1251482279744952e+04    
-2.2523076923076923e-13   4.0655149778769854e+04    
-2.2511355311355310e-13   5.6299688583637195e+04    
-2.2499633699633698e-13   7.4740992909316265e+04    
-2.2487912087912086e-13   9.1395217833987932e+04    
-2.2476190476190474e-13   1.0195368049094547e+05    
-2.2464468864468864e-13   1.0392889755900008e+05    
-2.2452747252747252e-13   9.7767540278159911e+04    
-2.2441025641025640e-13   8.6983268077295623e+04    
-2.2429304029304027e-13   7.7071954342534125e+04    
-2.2417582417582415e-13   7.3491956977694033e+04    
-2.2405860805860805e-13   7.9478849684982939e+04    
-2.2394139194139193e-13   9.4638451063026441e+04    
-2.2382417582417581e-13   1.1498449940911890e+05    
-2.2370695970695969e-13   1.3446247973945239e+05    
-2.2358974358974359e-13   1.4733463145003098e+05    
-2.2347252747252747e-13   1.5042685957483368e+05    
-2.2335531135531134e-13   1.4432534384558725e+05    
-2.2323809523809522e-13   1.3308224366918879e+05    
-2.2312087912087910e-13   1.2260051928734909e+05    
-2.2300366300366300e-13   1.1836044381880223e+05    
-2.2288644688644688e-13   1.2336579335344747e+05    
-2.2276923076923076e-13   1.3707951697142108e+05    
-2.2265201465201464e-13   1.5573082674125361e+05    
-2.2253479853479851e-13   1.7384025580484956e+05    
-2.2241758241758242e-13   1.8633439851142158e+05    
-2.2230036630036629e-13   1.9041265873682944e+05    
-2.2218315018315017e-13   1.8646973826375129e+05    
-2.2206593406593405e-13   1.7778503921240664e+05    
-2.2194871794871793e-13   1.6917193929711473e+05    
-2.2183150183150183e-13   1.6514821630787451e+05    
-2.2171428571428571e-13   1.6832760064141452e+05    
-2.2159706959706958e-13   1.7860882615761406e+05    
-2.2147985347985346e-13   1.9340328165959718e+05    
-2.2136263736263737e-13   2.0872922578022472e+05    
-2.2124542124542124e-13   2.2068825750906169e+05    
-2.2112820512820512e-13   2.2676124936607582e+05    
-2.2101098901098900e-13   2.2651880428152514e+05    
-2.2089377289377288e-13   2.2161126558051701e+05    
-2.2077655677655678e-13   2.1513544765659503e+05    
-2.2065934065934066e-13   2.1060372817970774e+05    
-2.2054212454212453e-13   2.1080018388132181e+05    
-2.2042490842490841e-13   2.1684727177116738e+05    
-2.2030769230769229e-13   2.2780387845436737e+05    
-2.2019047619047619e-13   2.4099493256232259e+05    
-2.2007326007326007e-13   2.5300722905817942e+05    
-2.1995604395604395e-13   2.6097691908452561e+05    
-2.1983882783882783e-13   2.6362745697512926e+05    
-2.1972161172161170e-13   2.6162316385971376e+05    
-2.1960439560439561e-13   2.5714206932489021e+05    
-2.1948717948717948e-13   2.5294334782242286e+05    
-2.1936996336996336e-13   2.5138998537034960e+05    
-2.1925274725274724e-13   2.5380158468734799e+05    
-2.1913553113553112e-13   2.6025731991182070e+05    
-2.1901831501831502e-13   2.6974247319305490e+05    
-2.1890109890109890e-13   2.8046922430763737e+05    
-2.1878388278388277e-13   2.9028314387493435e+05    
