#legend:                       ArgonShock      
#plabel:                       z               
#pscale:                       1.31262         
#pscale_str:                   $L_{NL}$        
#punit_str:                    m               
#pval:                         3.0963          
#title_str:                    z =             
#xcordID:                      T               
#xlabel:                       t               
#xscale:                       0               
#xscale_str:                   $t_{p}$         
#xunit_str:                    s               
#ycordID:                      E               
#ylabel:                       E               
#yscale:                       6.13698e+09     
#yscale_str:                   $E_{0}$         
#yunit_str:                    V/m             
-2.3999999999999999e-13   7.9528132790141754e+04    
-2.3988278388278389e-13   6.6422124823938866e+04    
-2.3976556776556774e-13   4.2808910129069998e+04    
-2.3964835164835165e-13   1.4833240651185812e+04    
-2.3953113553113550e-13   -1.0837105095259707e+04   
-2.3941391941391940e-13   -2.8462596166988129e+04   
-2.3929670329670330e-13   -3.4327983389457971e+04   
-2.3917948717948716e-13   -2.7410982156894206e+04   
-2.3906227106227106e-13   -9.5923216712858848e+03   
-2.3894505494505491e-13   1.4643456571295508e+04    
-2.3882783882783881e-13   3.9073318785982272e+04    
-2.3871062271062272e-13   5.7144042882695634e+04    
-2.3859340659340657e-13   6.3703843597783918e+04    
-2.3847619047619047e-13   5.6591383093268931e+04    
-2.3835897435897432e-13   3.7487178049665701e+04    
-2.3824175824175823e-13   1.1582450969734269e+04    
-2.3812454212454213e-13   -1.3945946612727072e+04   
-2.3800732600732598e-13   -3.2152286483643857e+04   
-2.3789010989010989e-13   -3.8422276634267924e+04   
-2.3777289377289374e-13   -3.1720728145138935e+04   
-2.3765567765567764e-13   -1.4641067315715780e+04   
-2.3753846153846154e-13   7.6080985429376287e+03    
-2.3742124542124540e-13   2.8809462679368335e+04    
-2.3730402930402930e-13   4.3387223499711283e+04    
-2.3718681318681315e-13   4.7684862155921575e+04    
-2.3706959706959705e-13   4.0673011752722421e+04    
-2.3695238095238096e-13   2.4071545294187428e+04    
-2.3683516483516481e-13   1.9529494521494501e+03    
-2.3671794871794871e-13   -2.0106963039194419e+04   
-2.3660073260073256e-13   -3.6274497365829862e+04   
-2.3648351648351647e-13   -4.1972121898543199e+04   
-2.3636630036630037e-13   -3.5352901578816112e+04   
-2.3624908424908422e-13   -1.8227068215820171e+04   
-2.3613186813186813e-13   4.0991531342161215e+03    
-2.3601465201465198e-13   2.4317928409137981e+04    
-2.3589743589743588e-13   3.5607684812332343e+04    
-2.3578021978021978e-13   3.4183980187191075e+04    
-2.3566300366300364e-13   2.0777801739122860e+04    
-2.3554578754578754e-13   3.0440859650052607e+02    
-2.3542857142857139e-13   -2.0168305143857197e+04   
-2.3531135531135529e-13   -3.4217778887953013e+04   
-2.3519413919413920e-13   -3.8366674809137985e+04   
-2.3507692307692305e-13   -3.2950861320787822e+04   
-2.3495970695970695e-13   -2.1382830355847011e+04   
-2.3484249084249081e-13   -8.3828519313724100e+03   
-2.3472527472527471e-13   1.8966600466787706e+03    
-2.3460805860805861e-13   7.0755012046659222e+03    
-2.3449084249084246e-13   6.7808328578404389e+03    
-2.3437362637362637e-13   2.1223958264343701e+03    
-2.3425641025641022e-13   -5.1095780933564183e+03   
-2.3413919413919412e-13   -1.3089626029099498e+04   
-2.3402197802197802e-13   -2.0277191057188509e+04   
-2.3390476190476188e-13   -2.5513737160222889e+04   
-2.3378754578754578e-13   -2.8092682816132823e+04   
-2.3367032967032968e-13   -2.7883386774932915e+04   
-2.3355311355311354e-13   -2.5403893533883442e+04   
-2.3343589743589744e-13   -2.1673579878808698e+04   
-2.3331868131868129e-13   -1.7819527087196646e+04   
-2.3320146520146519e-13   -1.4642816613700941e+04   
-2.3308424908424910e-13   -1.2447176371156422e+04   
-2.3296703296703295e-13   -1.1264502733524021e+04   
-2.3284981684981685e-13   -1.1285706005841690e+04   
-2.3273260073260070e-13   -1.3089986988653136e+04   
-2.3261538461538461e-13   -1.7368552744518292e+04   
-2.3249816849816851e-13   -2.4222158351793729e+04   
-2.3238095238095236e-13   -3.2504509757131866e+04   
-2.3226373626373626e-13   -3.9778338579992938e+04   
-2.3214652014652012e-13   -4.3135998299549850e+04   
-2.3202930402930402e-13   -4.0588855268499290e+04   
-2.3191208791208792e-13   -3.2303000728763291e+04   
-2.3179487179487178e-13   -2.0943741391287560e+04   
-2.3167765567765568e-13   -1.0821220128649442e+04   
-2.3156043956043953e-13   -6.1612063253932320e+03   
-2.3144322344322343e-13   -9.2966093679737169e+03   
-2.3132600732600734e-13   -1.9626093992088292e+04   
-2.3120879120879119e-13   -3.3803859626224454e+04   
