#legend:                       ArgonShock      
#plabel:                       z               
#pscale:                       1.31262         
#pscale_str:                   $L_{NL}$        
#punit_str:                    m               
#pval:                         1.16125         
#title_str:                    z =             
#xcordID:                      T               
#xlabel:                       t               
#xscale:                       0               
#xscale_str:                   $t_{p}$         
#xunit_str:                    s               
#ycordID:                      E               
#ylabel:                       E               
#yscale:                       6.13698e+09     
#yscale_str:                   $E_{0}$         
#yunit_str:                    V/m             
-2.3999999999999999e-13   1.4695821459059135e+05    
-2.3988278388278389e-13   1.4451919706338484e+05    
-2.3976556776556774e-13   1.4196613647851461e+05    
-2.3964835164835165e-13   1.4016107217496049e+05    
-2.3953113553113550e-13   1.3942189316633341e+05    
-2.3941391941391940e-13   1.3932464953420276e+05    
-2.3929670329670330e-13   1.3901739499442957e+05    
-2.3917948717948716e-13   1.3781267117989573e+05    
-2.3906227106227106e-13   1.3564234653694223e+05    
-2.3894505494505491e-13   1.3307255817549780e+05    
-2.3882783882783881e-13   1.3089364563483960e+05    
-2.3871062271062272e-13   1.2958581817742261e+05    
-2.3859340659340657e-13   1.2902188232245253e+05    
-2.3847619047619047e-13   1.2858447525324109e+05    
-2.3835897435897432e-13   1.2759336657476028e+05    
-2.3824175824175823e-13   1.2574884130861780e+05    
-2.3812454212454213e-13   1.2330781697339129e+05    
-2.3800732600732598e-13   1.2089486383867425e+05    
-2.3789010989010989e-13   1.1908486006534460e+05    
-2.3777289377289374e-13   1.1803195389106657e+05    
-2.3765567765567764e-13   1.1738032934439143e+05    
-2.3753846153846154e-13   1.1650673966558161e+05    
-2.3742124542124540e-13   1.1493306042465655e+05    
-2.3730402930402930e-13   1.1264123336848790e+05    
-2.3718681318681315e-13   1.1008595767735045e+05    
-2.3706959706959705e-13   1.0789288177532899e+05    
-2.3695238095238096e-13   1.0643542726814334e+05    
-2.3683516483516481e-13   1.0557252826151121e+05    
-2.3671794871794871e-13   1.0473508194789854e+05    
-2.3660073260073256e-13   1.0331705531382530e+05    
-2.3648351648351647e-13   1.0110720440145739e+05    
-2.3636630036630037e-13   9.8451141282720782e+04    
-2.3624908424908422e-13   9.6013112412880932e+04    
-2.3613186813186813e-13   9.4296817135076941e+04    
-2.3601465201465198e-13   9.3272419649762756e+04    
-2.3589743589743588e-13   9.2391727769853111e+04    
-2.3578021978021978e-13   9.0990448856631308e+04    
-2.3566300366300364e-13   8.8782540846813965e+04    
-2.3554578754578754e-13   8.6074137806675673e+04    
-2.3542857142857139e-13   8.3532038113687377e+04    
-2.3531135531135529e-13   8.1681064748463803e+04    
-2.3519413919413920e-13   8.0513179304837118e+04    
-2.3507692307692305e-13   7.9504369328524685e+04    
-2.3495970695970695e-13   7.8020136938714277e+04    
-2.3484249084249081e-13   7.5793566171853061e+04    
-2.3472527472527471e-13   7.3111503739095191e+04    
-2.3460805860805861e-13   7.0577356044454660e+04    
-2.3449084249084246e-13   6.8646706626594241e+04    
-2.3437362637362637e-13   6.7297697511207720e+04    
