#legend:                       ArgonShock      
#plabel:                       z               
#pscale:                       1.31262         
#pscale_str:                   $L_{NL}$        
#punit_str:                    m               
#pval:                         0.369947        
#title_str:                    z =             
#xcordID:                      T               
#xlabel:                       t               
#xscale:                       0               
#xscale_str:                   $t_{p}$         
#xunit_str:                    s               
#ycordID:                      E               
#ylabel:                       E               
#yscale:                       6.13698e+09     
#yscale_str:                   $E_{0}$         
#yunit_str:                    V/m             
-2.3999999999999999e-13   -3.5140001269152299e+03   
-2.3988278388278389e-13   -2.9300159716427816e+03   
-2.3976556776556774e-13   -2.3453836921315838e+03   
-2.3964835164835165e-13   -1.7604093044007514e+03   
-2.3953113553113550e-13   -1.1754775946973612e+03   
-2.3941391941391940e-13   -5.9056298420396547e+02   
-2.3929670329670330e-13   -5.3937049855707606e+00   
-2.3917948717948716e-13   5.8001536411540110e+02    
-2.3906227106227106e-13   1.1652908354220633e+03    
-2.3894505494505491e-13   1.7501604867630365e+03    
-2.3882783882783881e-13   2.3347342910141078e+03    
-2.3871062271062272e-13   2.9192227076685863e+03    
-2.3859340659340657e-13   3.5035273837496043e+03    
-2.3847619047619047e-13   4.0872806680559593e+03    
-2.3835897435897432e-13   4.6702703290842310e+03    
-2.3824175824175823e-13   5.2526496549108324e+03    
-2.3812454212454213e-13   5.8346121812666343e+03    
-2.3800732600732598e-13   6.4159811766493294e+03    
-2.3789010989010989e-13   6.9963479026417017e+03    
-2.3777289377289374e-13   7.5755930062562393e+03    
-2.3765567765567764e-13   8.1539766432802471e+03    
-2.3753846153846154e-13   8.7316111493868138e+03    
-2.3742124542124540e-13   9.3081528301905018e+03    
-2.3730402930402930e-13   9.8832417495434183e+03    
-2.3718681318681315e-13   1.0456975658369434e+04    
-2.3706959706959705e-13   1.1029620219647089e+04    
-2.3695238095238096e-13   1.1601045248681201e+04    
-2.3683516483516481e-13   1.2170841728495774e+04    
-2.3671794871794871e-13   1.2738897534809788e+04    
-2.3660073260073256e-13   1.3305439605869959e+04    
-2.3648351648351647e-13   1.3870508610849636e+04    
-2.3636630036630037e-13   1.4433795476688927e+04    
-2.3624908424908422e-13   1.4995078577848577e+04    
-2.3613186813186813e-13   1.5554461198240666e+04    
-2.3601465201465198e-13   1.6112035251579284e+04    
-2.3589743589743588e-13   1.6667613665269884e+04    
-2.3578021978021978e-13   1.7220971541410425e+04    
-2.3566300366300364e-13   1.7772110736923139e+04    
-2.3554578754578754e-13   1.8321098287446919e+04    
-2.3542857142857139e-13   1.8867826307047526e+04    
-2.3531135531135529e-13   1.9412112250515784e+04    
-2.3519413919413920e-13   1.9953902088694427e+04    
-2.3507692307692305e-13   2.0493214174461344e+04    
-2.3495970695970695e-13   2.1029980539473469e+04    
-2.3484249084249081e-13   2.1564075555099931e+04    
-2.3472527472527471e-13   2.2095425925158372e+04    
-2.3460805860805861e-13   2.2623992099106985e+04    
-2.3449084249084246e-13   2.3149707320990321e+04    
-2.3437362637362637e-13   2.3672505280322061e+04    
-2.3425641025641022e-13   2.4192338720466050e+04    
-2.3413919413919412e-13   2.4709124361905811e+04    
-2.3402197802197802e-13   2.5222750827188233e+04    
-2.3390476190476188e-13   2.5733173565720586e+04    
-2.3378754578754578e-13   2.6240404528947583e+04    
-2.3367032967032968e-13   2.6744376956875214e+04    
-2.3355311355311354e-13   2.7244930895979051e+04    
-2.3343589743589744e-13   2.7741972972935837e+04    
-2.3331868131868129e-13   2.8235536900821993e+04    
-2.3320146520146519e-13   2.8725629856475287e+04    
-2.3308424908424910e-13   2.9212120345120537e+04    
-2.3296703296703295e-13   2.9694847124828655e+04    
-2.3284981684981685e-13   3.0173766359475179e+04    
-2.3273260073260070e-13   3.0648921678297549e+04    
-2.3261538461538461e-13   3.1120301167118327e+04    
-2.3249816849816851e-13   3.1587771973232993e+04    
-2.3238095238095236e-13   3.2051165770454980e+04    
-2.3226373626373626e-13   3.2510428008345330e+04    
-2.3214652014652012e-13   3.2965643589719402e+04    
-2.3202930402930402e-13   3.3416846165541509e+04    
-2.3191208791208792e-13   3.3863845020737674e+04    
-2.3179487179487178e-13   3.4306391277528084e+04    
-2.3167765567765568e-13   3.4744503255919779e+04    
-2.3156043956043953e-13   3.5178399257814766e+04    
-2.3144322344322343e-13   3.5608053318712584e+04    
-2.3132600732600734e-13   3.6033100515003003e+04    
-2.3120879120879119e-13   3.6453332490186265e+04    
-2.3109157509157509e-13   3.6868986856782991e+04    
-2.3097435897435894e-13   3.7280287823691651e+04    
-2.3085714285714285e-13   3.7686970737504809e+04    
-2.3073992673992675e-13   3.8088618741873062e+04    
-2.3062271062271060e-13   3.8485273334802281e+04    
-2.3050549450549451e-13   3.8877284362480437e+04    
-2.3038827838827836e-13   3.9264646634174976e+04    
-2.3027106227106226e-13   3.9646938048673110e+04    
-2.3015384615384616e-13   4.0023941524179703e+04    
-2.3003663003663002e-13   4.0395899324940023e+04    
-2.2991941391941392e-13   4.0763016536471281e+04    
-2.2980219780219777e-13   4.1125072918615595e+04    
-2.2968498168498167e-13   4.1481739832536361e+04    
-2.2956776556776558e-13   4.1833020234821437e+04    
-2.2945054945054943e-13   4.2179125371027461e+04    
-2.2933333333333333e-13   4.2520067904460229e+04    
-2.2921611721611718e-13   4.2855617930648848e+04    
-2.2909890109890109e-13   4.3185608936824930e+04    
-2.2898168498168499e-13   4.3510093144306156e+04    
-2.2886446886446884e-13   4.3829173636309621e+04    
-2.2874725274725275e-13   4.4142806492482472e+04    
-2.2863003663003660e-13   4.4450828457562064e+04    
-2.2851282051282050e-13   4.4753133866697419e+04    
-2.2839560439560440e-13   4.5049759551402152e+04    
-2.2827838827838826e-13   4.5340772651295454e+04    
-2.2816117216117216e-13   4.5626118218983160e+04    
-2.2804395604395601e-13   4.5905649348779414e+04    
-2.2792673992673991e-13   4.6179299255743121e+04    
-2.2780952380952382e-13   4.6447125222223942e+04    
-2.2769230769230767e-13   4.6709154403639077e+04    
-2.2757509157509157e-13   4.6965291086188721e+04    
-2.2745787545787542e-13   4.7215433108886500e+04    
-2.2734065934065933e-13   4.7459581752622282e+04    
-2.2722344322344321e-13   4.7697764347033939e+04    
-2.2710622710622708e-13   4.7929935021991347e+04    
-2.2698901098901099e-13   4.8156025943599889e+04    
-2.2687179487179486e-13   4.8376018736283928e+04    
-2.2675457875457874e-13   4.8589900011022779e+04    
-2.2663736263736262e-13   4.8797622912583029e+04    
-2.2652014652014650e-13   4.8999163660356899e+04    
-2.2640293040293040e-13   4.9194531649786055e+04    
-2.2628571428571428e-13   4.9383687401080264e+04    
-2.2616849816849815e-13   4.9566551317179161e+04    
-2.2605128205128203e-13   4.9743118344968148e+04    
-2.2593406593406591e-13   4.9913440544522608e+04    
-2.2581684981684981e-13   5.0077477287157082e+04    
-2.2569963369963369e-13   5.0235112685158638e+04    
-2.2558241758241757e-13   5.0386341371529226e+04    
-2.2546520146520145e-13   5.0531258787593288e+04    
-2.2534798534798532e-13   5.0669838311739964e+04    
-2.2523076923076923e-13   5.0801924014594260e+04    
-2.2511355311355310e-13   5.0927491455115123e+04    
-2.2499633699633698e-13   5.1046684938356651e+04    
-2.2487912087912086e-13   5.1159521197476308e+04    
-2.2476190476190474e-13   5.1265804825353734e+04    
-2.2464468864468864e-13   5.1365450242125931e+04    
-2.2452747252747252e-13   5.1458632349531072e+04    
-2.2441025641025640e-13   5.1545459683239562e+04    
-2.2429304029304027e-13   5.1625743278448317e+04    
-2.2417582417582415e-13   5.1699296541937954e+04    
-2.2405860805860805e-13   5.1766249909625432e+04    
-2.2394139194139193e-13   5.1826817079754750e+04    
-2.2382417582417581e-13   5.1880911194742548e+04    
-2.2370695970695969e-13   5.1928274230684896e+04    
-2.2358974358974359e-13   5.1968896218305970e+04    
-2.2347252747252747e-13   5.2003017566309056e+04    
-2.2335531135531134e-13   5.2030724401910586e+04    
-2.2323809523809522e-13   5.2051807543312047e+04    
-2.2312087912087910e-13   5.2066095110133552e+04    
-2.2300366300366300e-13   5.2073713378045519e+04    
-2.2288644688644688e-13   5.2074878889847940e+04    
-2.2276923076923076e-13   5.2069561863036681e+04    
-2.2265201465201464e-13   5.2057534055393990e+04    
-2.2253479853479851e-13   5.2038718990341556e+04    
-2.2241758241758242e-13   5.2013312351181397e+04    
-2.2230036630036629e-13   5.1981485652061958e+04    
-2.2218315018315017e-13   5.1943119775504172e+04    
-2.2206593406593405e-13   5.1897988996185704e+04    
-2.2194871794871793e-13   5.1846124706451941e+04    
-2.2183150183150183e-13   5.1787779852349609e+04    
-2.2171428571428571e-13   5.1723032851262571e+04    
-2.2159706959706958e-13   5.1651668518626910e+04    
-2.2147985347985346e-13   5.1573540071402647e+04    
-2.2136263736263737e-13   5.1488818408508771e+04    
-2.2124542124542124e-13   5.1397717514780452e+04    
-2.2112820512820512e-13   5.1300163172743945e+04    
-2.2101098901098900e-13   5.1195951277684733e+04    
-2.2089377289377288e-13   5.1085101546646809e+04    
-2.2077655677655678e-13   5.0967815281676019e+04    
-2.2065934065934066e-13   5.0844155798278909e+04    
-2.2054212454212453e-13   5.0714001499488841e+04    
-2.2042490842490841e-13   5.0577290689979760e+04    
-2.2030769230769229e-13   5.0434113049832275e+04    
-2.2019047619047619e-13   5.0284556324193974e+04    
-2.2007326007326007e-13   5.0128620145913235e+04    
-2.1995604395604395e-13   4.9966286384079918e+04    
-2.1983882783882783e-13   4.9797557667493507e+04    
-2.1972161172161170e-13   4.9622441102700257e+04    
-2.1960439560439561e-13   4.9440982585697580e+04    
-2.1948717948717948e-13   4.9253268637231995e+04    
-2.1936996336996336e-13   4.9059315469383771e+04    
-2.1925274725274724e-13   4.8859042262582974e+04    
-2.1913553113553112e-13   4.8652442451655581e+04    
-2.1901831501831502e-13   4.8439664528676905e+04    
-2.1890109890109890e-13   4.8220810358131013e+04    
-2.1878388278388277e-13   4.7995787007000552e+04    
-2.1866666666666665e-13   4.7764503772016426e+04    
-2.1854945054945053e-13   4.7527083838272847e+04    
-2.1843223443223443e-13   4.7283703433895607e+04    
-2.1831501831501831e-13   4.7034334427054790e+04    
-2.1819780219780219e-13   4.6778847115382639e+04    
-2.1808058608058607e-13   4.6517287619349219e+04    
-2.1796336996336994e-13   4.6249842764940979e+04    
-2.1784615384615385e-13   4.5976569946935611e+04    
-2.1772893772893772e-13   4.5697366250457737e+04    
-2.1761172161172160e-13   4.5412207699022765e+04    
-2.1749450549450548e-13   4.5121236474670921e+04    
-2.1737728937728936e-13   4.4824569951518140e+04    
-2.1726007326007326e-13   4.4522170680019270e+04    
-2.1714285714285714e-13   4.4213977924681749e+04    
-2.1702564102564101e-13   4.3900066151367078e+04    
-2.1690842490842489e-13   4.3580579558858204e+04    
-2.1679120879120877e-13   4.3255558784339461e+04    
-2.1667399267399267e-13   4.2924936074259414e+04    
-2.1655677655677655e-13   4.2588709719438950e+04    
-2.1643956043956043e-13   4.2247022090593455e+04    
-2.1632234432234431e-13   4.1899999193160897e+04    
-2.1620512820512818e-13   4.1547598370070300e+04    
-2.1608791208791209e-13   4.1189736707534990e+04    
-2.1597069597069596e-13   4.0826514506654072e+04    
-2.1585347985347984e-13   4.0458139647536314e+04    
-2.1573626373626372e-13   4.0084643073182364e+04    
-2.1561904761904760e-13   3.9705880457674328e+04    
-2.1550183150183150e-13   3.9321858415307186e+04    
-2.1538461538461538e-13   3.8932824163901663e+04    
-2.1526739926739926e-13   3.8538926348417037e+04    
-2.1515018315018313e-13   3.8140025684490269e+04    
-2.1503296703296701e-13   3.7736011748881618e+04    
-2.1491575091575091e-13   3.7327086997797633e+04    
-2.1479853479853479e-13   3.6913508783864905e+04    
-2.1468131868131867e-13   3.6495231104294107e+04    
-2.1456410256410255e-13   3.6072073342546741e+04    
-2.1444688644688642e-13   3.5644118265752666e+04    
-2.1432967032967033e-13   3.5211649777915372e+04    
-2.1421245421245420e-13   3.4774758316429579e+04    
-2.1409523809523808e-13   3.4333297170815305e+04    
-2.1397802197802196e-13   3.3887229545113631e+04    
-2.1386080586080584e-13   3.3436758316372638e+04    
-2.1374358974358974e-13   3.2982062427043158e+04    
-2.1362637362637362e-13   3.2523116726274282e+04    
-2.1350915750915750e-13   3.2059851849395283e+04    
-2.1339194139194137e-13   3.1592340146260598e+04    
-2.1327472527472525e-13   3.1120739532733820e+04    
-2.1315750915750915e-13   3.0645145843643939e+04    
-2.1304029304029303e-13   3.0165565328262222e+04    
-2.1292307692307691e-13   2.9681990022562903e+04    
-2.1280586080586079e-13   2.9194473414254295e+04    
-2.1268864468864466e-13   2.8703144016090988e+04    
-2.1257142857142857e-13   2.8208124252792197e+04    
-2.1245421245421244e-13   2.7709431953845378e+04    
-2.1233699633699632e-13   2.7207026873104140e+04    
-2.1221978021978020e-13   2.6700970946610927e+04    
-2.1210256410256410e-13   2.6191444778392353e+04    
-2.1198534798534798e-13   2.5678562217797615e+04    
-2.1186813186813186e-13   2.5162280198138447e+04    
-2.1175091575091574e-13   2.4642567926425832e+04    
-2.1163369963369961e-13   2.4119561731003672e+04    
-2.1151648351648349e-13   2.3593448842794904e+04    
-2.1139926739926739e-13   2.3064273717971606e+04    
-2.1128205128205127e-13   2.2531976845010959e+04    
-2.1116483516483515e-13   2.1996590625283086e+04    
-2.1104761904761905e-13   2.1458285285448765e+04    
-2.1093040293040290e-13   2.0917209718842256e+04    
-2.1081318681318681e-13   2.0373370987751758e+04    
-2.1069597069597069e-13   1.9826723443062761e+04    
-2.1057875457875456e-13   1.9277339295696165e+04    
-2.1046153846153847e-13   1.8725410843516562e+04    
-2.1034432234432234e-13   1.8171062534807752e+04    
-2.1022710622710622e-13   1.7614250966580825e+04    
-2.1010989010989010e-13   1.7054936150772592e+04    
-2.0999267399267398e-13   1.6493271110220117e+04    
-2.0987545787545788e-13   1.5929476223340262e+04    
-2.0975824175824176e-13   1.5363579409086156e+04    
-2.0964102564102563e-13   1.4795476500719758e+04    
-2.0952380952380951e-13   1.4225235557177075e+04    
-2.0940659340659339e-13   1.3653110429629181e+04    
-2.0928937728937729e-13   1.3079218762264700e+04    
-2.0917216117216117e-13   1.2503455730733554e+04    
-2.0905494505494505e-13   1.1925809817059488e+04    
-2.0893772893772893e-13   1.1346513074268620e+04    
-2.0882051282051280e-13   1.0765750101576908e+04    
-2.0870329670329671e-13   1.0183456449765550e+04    
-2.0858608058608058e-13   9.5995719412040035e+03    
-2.0846886446886446e-13   9.0142795855237000e+03    
-2.0835164835164834e-13   8.4277981802072190e+03    
-2.0823443223443222e-13   7.8401196118657690e+03    
-2.0811721611721612e-13   7.2511651885761057e+03    
-2.0800000000000000e-13   6.6610592626417947e+03    
-2.0788278388278387e-13   6.0700272643014941e+03    
-2.0776556776556775e-13   5.4781239447594326e+03    
-2.0764835164835163e-13   4.8852792018785358e+03    
-2.0753113553113553e-13   4.2915543546250410e+03    
-2.0741391941391941e-13   3.6971519323597672e+03    
-2.0729670329670329e-13   3.1021896754556547e+03    
-2.0717948717948717e-13   2.5066393542050896e+03    
-2.0706227106227104e-13   1.9105071627899847e+03    
-2.0694505494505495e-13   1.3139367889709590e+03    
-2.0682783882783882e-13   7.1708834772240050e+02    
-2.0671062271062270e-13   1.2000865045735863e+02    
-2.0659340659340658e-13   -4.7731661564436894e+02   
-2.0647619047619046e-13   -1.0748268225275704e+03   
-2.0635897435897436e-13   -1.6723674330296737e+03   
-2.0624175824175824e-13   -2.2698096691799074e+03   
-2.0612454212454212e-13   -2.8671338847305924e+03   
-2.0600732600732599e-13   -3.4643477682159787e+03   
-2.0589010989010987e-13   -4.0613548001679737e+03   
-2.0577289377289377e-13   -4.6579824980386702e+03   
-2.0565567765567765e-13   -5.2541384421302746e+03   
-2.0553846153846153e-13   -5.8498418355409667e+03   
-2.0542124542124541e-13   -6.4450703982712439e+03   
-2.0530402930402928e-13   -7.0396745435772691e+03   
-2.0518681318681319e-13   -7.6335017143182704e+03   
-2.0506959706959706e-13   -8.2265194413663157e+03   
-2.0495238095238094e-13   -8.8187388760364865e+03   
-2.0483516483516482e-13   -9.4100804507445173e+03   
-2.0471794871794870e-13   -1.0000394551775407e+04   
-2.0460073260073260e-13   -1.0589577211913507e+04   
-2.0448351648351648e-13   -1.1177600025756026e+04   
-2.0436630036630036e-13   -1.1764441219333494e+04   
-2.0424908424908423e-13   -1.2350023078200915e+04   
-2.0413186813186811e-13   -1.2934213788718540e+04   
-2.0401465201465201e-13   -1.3516895475208703e+04   
-2.0389743589743589e-13   -1.4098037794043095e+04   
-2.0378021978021977e-13   -1.4677655746722785e+04   
-2.0366300366300365e-13   -1.5255666374567212e+04   
-2.0354578754578752e-13   -1.5831876058486187e+04   
-2.0342857142857143e-13   -1.6406174722642867e+04   
-2.0331135531135530e-13   -1.6978624504078209e+04   
-2.0319413919413918e-13   -1.7549243105531332e+04   
-2.0307692307692306e-13   -1.8117830268699530e+04   
-2.0295970695970694e-13   -1.8684174134776851e+04   
-2.0284249084249084e-13   -1.9248304682631489e+04   
-2.0272527472527472e-13   -1.9810328657259775e+04   
-2.0260805860805860e-13   -2.0370114026259671e+04   
-2.0249084249084247e-13   -2.0927389907591809e+04   
-2.0237362637362635e-13   -2.1482097032104812e+04   
-2.0225641025641025e-13   -2.2034366006926539e+04   
-2.0213919413919413e-13   -2.2584163691776332e+04   
-2.0202197802197801e-13   -2.3131236100159218e+04   
-2.0190476190476189e-13   -2.3675434386082252e+04   
-2.0178754578754576e-13   -2.4216840210344755e+04   
-2.0167032967032967e-13   -2.4755492823005203e+04   
-2.0155311355311355e-13   -2.5291214600255556e+04   
-2.0143589743589742e-13   -2.5823814263999782e+04   
-2.0131868131868130e-13   -2.6353287010396074e+04   
-2.0120146520146518e-13   -2.6879687984019005e+04   
-2.0108424908424908e-13   -2.7402930211604613e+04   
-2.0096703296703296e-13   -2.7922836637101995e+04   
-2.0084981684981684e-13   -2.8439323777277161e+04   
-2.0073260073260071e-13   -2.8952415143483140e+04   
-2.0061538461538459e-13   -2.9462090810999744e+04   
-2.0049816849816849e-13   -2.9968221633506422e+04   
-2.0038095238095237e-13   -3.0470677858329080e+04   
-2.0026373626373625e-13   -3.0969432955999408e+04   
-2.0014652014652015e-13   -3.1464499691940749e+04   
-2.0002930402930401e-13   -3.1955801651019145e+04   
-1.9991208791208791e-13   -3.2443193866398902e+04   
-1.9979487179487179e-13   -3.2926604651205344e+04   
-1.9967765567765566e-13   -3.3406054324212746e+04   
-1.9956043956043957e-13   -3.3881509098338945e+04   
-1.9944322344322342e-13   -3.4352828312052457e+04   
-1.9932600732600732e-13   -3.4819907669709442e+04   
-1.9920879120879120e-13   -3.5282760342612281e+04   
-1.9909157509157508e-13   -3.5741382758692846e+04   
-1.9897435897435898e-13   -3.6195651512657663e+04   
-1.9885714285714286e-13   -3.6645443176330162e+04   
-1.9873992673992673e-13   -3.7090752263688839e+04   
