#legend:                       ArgonShock      
#plabel:                       z               
#pscale:                       1.31262         
#pscale_str:                   $L_{NL}$        
#punit_str:                    m               
#pval:                         1.66277         
#title_str:                    z =             
#xcordID:                      T               
#xlabel:                       t               
#xscale:                       0               
#xscale_str:                   $t_{p}$         
#xunit_str:                    s               
#ycordID:                      I               
#ylabel:                       I               
#yscale:                       5e+16           
#yscale_str:                   $I_{0}$         
#yunit_str:                    W/m$^{2}$       
-2.3999999999999999e-13   5.5810435031981654e+07    
-2.3988278388278389e-13   5.5339200101993904e+07    
-2.3976556776556774e-13   5.6455935559744418e+07    
-2.3964835164835165e-13   5.8605788357324116e+07    
-2.3953113553113550e-13   6.0732725520130292e+07    
-2.3941391941391940e-13   6.1802075063167877e+07    
-2.3929670329670330e-13   6.1311903163338222e+07    
-2.3917948717948716e-13   5.9530322561465479e+07    
-2.3906227106227106e-13   5.7341844223831140e+07    
-2.3894505494505491e-13   5.5795168410972983e+07    
-2.3882783882783881e-13   5.5593769251701519e+07    
-2.3871062271062272e-13   5.6780659416478857e+07    
-2.3859340659340657e-13   5.8751570520940676e+07    
-2.3847619047619047e-13   6.0564749988430969e+07    
-2.3835897435897432e-13   6.1386011633813404e+07    
-2.3824175824175823e-13   6.0863185164872289e+07    
-2.3812454212454213e-13   5.9268921912177011e+07    
-2.3800732600732598e-13   5.7358144124522448e+07    
-2.3789010989010989e-13   5.6012020134363316e+07    
-2.3777289377289374e-13   5.5833339850314364e+07    
-2.3765567765567764e-13   5.6877508462057702e+07    
-2.3753846153846154e-13   5.8638659013051167e+07    
-2.3742124542124540e-13   6.0291575667316318e+07    
-2.3730402930402930e-13   6.1073939197718948e+07    
-2.3718681318681315e-13   6.0633309218123309e+07    
-2.3706959706959705e-13   5.9183412721975371e+07    
-2.3695238095238096e-13   5.7401926585067123e+07    
-2.3683516483516481e-13   5.6117064498042256e+07    
-2.3671794871794871e-13   5.5924040573855080e+07    
-2.3660073260073256e-13   5.6905809723987468e+07    
-2.3648351648351647e-13   5.8589899668588296e+07    
-2.3636630036630037e-13   6.0168726422323547e+07    
-2.3624908424908422e-13   6.0886018020199738e+07    
-2.3613186813186813e-13   6.0404566065290228e+07    
-2.3601465201465198e-13   5.8970628654232159e+07    
-2.3589743589743588e-13   5.7288490855335899e+07    
-2.3578021978021978e-13   5.6168181982785895e+07    
-2.3566300366300364e-13   5.6127163214506932e+07    
-2.3554578754578754e-13   5.7146679977272689e+07    
-2.3542857142857139e-13   5.8698619783070028e+07    
-2.3531135531135529e-13   6.0020002693995260e+07    
-2.3519413919413920e-13   6.0491581770208783e+07    
-2.3507692307692305e-13   5.9930585646983370e+07    
-2.3495970695970695e-13   5.8655868133281074e+07    
-2.3484249084249081e-13   5.7303498949856259e+07    
-2.3472527472527471e-13   5.6500198579813696e+07    
-2.3460805860805861e-13   5.6568933556448504e+07    
-2.3449084249084246e-13   5.7408677127549931e+07    
-2.3437362637362637e-13   5.8584672053073190e+07    
-2.3425641025641022e-13   5.9556259202342637e+07    
-2.3413919413919412e-13   5.9918471549408183e+07    
-2.3402197802197802e-13   5.9554646671902768e+07    
-2.3390476190476188e-13   5.8657186611853741e+07    
-2.3378754578754578e-13   5.7629280264940940e+07    
-2.3367032967032968e-13   5.6913171925626881e+07    
-2.3355311355311354e-13   5.6807157392218620e+07    
-2.3343589743589744e-13   5.7340477815317914e+07    
-2.3331868131868129e-13   5.8262298001702920e+07    
-2.3320146520146519e-13   5.9156130200562030e+07    
-2.3308424908424910e-13   5.9628619933287211e+07    
-2.3296703296703295e-13   5.9481591315936454e+07    
-2.3284981684981685e-13   5.8789005413324207e+07    
-2.3273260073260070e-13   5.7854988999474905e+07    
-2.3261538461538461e-13   5.7083632766248994e+07    
-2.3249816849816851e-13   5.6815414351383701e+07    
-2.3238095238095236e-13   5.7184254458759233e+07    
-2.3226373626373626e-13   5.8044602956162088e+07    
-2.3214652014652012e-13   5.9010590164096288e+07    
-2.3202930402930402e-13   5.9616998826527901e+07    
-2.3191208791208792e-13   5.9546939799179308e+07    
-2.3179487179487178e-13   5.8810737629235037e+07    
-2.3167765567765568e-13   5.7763018795562126e+07    
-2.3156043956043953e-13   5.6929653549648054e+07    
-2.3144322344322343e-13   5.6732641554831073e+07    
-2.3132600732600734e-13   5.7266733037159897e+07    
-2.3120879120879119e-13   5.8251352967715859e+07    
-2.3109157509157509e-13   5.9180048408566840e+07    
-2.3097435897435894e-13   5.9583662588690214e+07    
-2.3085714285714285e-13   5.9269367526017353e+07    
-2.3073992673992675e-13   5.8414771457069173e+07    
-2.3062271062271060e-13   5.7470409686458893e+07    
-2.3050549450549451e-13   5.6920860682377122e+07    
-2.3038827838827836e-13   5.7029867185636863e+07    
-2.3027106227106226e-13   5.7706982568531923e+07    
-2.3015384615384616e-13   5.8568610433221735e+07    
-2.3003663003663002e-13   5.9156440423096210e+07    
-2.2991941391941392e-13   5.9186392071201883e+07    
-2.2980219780219777e-13   5.8687937588581808e+07    
-2.2968498168498167e-13   5.7963953982841045e+07    
-2.2956776556776558e-13   5.7407292042422421e+07    
-2.2945054945054943e-13   5.7285784903886199e+07    
-2.2933333333333333e-13   5.7613190192811482e+07    
-2.2921611721611718e-13   5.8166296508338049e+07    
-2.2909890109890109e-13   5.8626474204237171e+07    
-2.2898168498168499e-13   5.8760532696311489e+07    
-2.2886446886446884e-13   5.8540082711083338e+07    
-2.2874725274725275e-13   5.8136999799761780e+07    
-2.2863003663003660e-13   5.7804940668830924e+07    
-2.2851282051282050e-13   5.7722743644724682e+07    
-2.2839560439560440e-13   5.7895338426027469e+07    
-2.2827838827838826e-13   5.8168939577285655e+07    
-2.2816117216117216e-13   5.8344405462318256e+07    
-2.2804395604395601e-13   5.8311787343147330e+07    
-2.2792673992673991e-13   5.8118219064125173e+07    
-2.2780952380952382e-13   5.7926821010015525e+07    
-2.2769230769230767e-13   5.7896909134827681e+07    
-2.2757509157509157e-13   5.8068008410335891e+07    
-2.2745787545787542e-13   5.8327084210895762e+07    
-2.2734065934065933e-13   5.8482210444576949e+07    
-2.2722344322344321e-13   5.8394593803012416e+07    
-2.2710622710622708e-13   5.8081460390016839e+07    
-2.2698901098901099e-13   5.7719639174631275e+07    
-2.2687179487179486e-13   5.7542488900623649e+07    
-2.2675457875457874e-13   5.7691932363528691e+07    
-2.2663736263736262e-13   5.8118859355900779e+07    
-2.2652014652014650e-13   5.8597504433189988e+07    
-2.2640293040293040e-13   5.8849337911183834e+07    
-2.2628571428571428e-13   5.8704821350852780e+07    
-2.2616849816849815e-13   5.8209056178604312e+07    
-2.2605128205128203e-13   5.7610100466745093e+07    
-2.2593406593406591e-13   5.7233269956585087e+07    
-2.2581684981684981e-13   5.7305341100865252e+07    
-2.2569963369963369e-13   5.7821343182873480e+07    
-2.2558241758241757e-13   5.8530311323474377e+07    
