#legend:                       ArgonShock      
#plabel:                       z               
#pscale:                       1.31262         
#pscale_str:                   $L_{NL}$        
#punit_str:                    m               
#pval:                         0.897484        
#title_str:                    z =             
#xcordID:                      T               
#xlabel:                       t               
#xscale:                       0               
#xscale_str:                   $t_{p}$         
#xunit_str:                    s               
#ycordID:                      I               
#ylabel:                       I               
#yscale:                       5e+16           
#yscale_str:                   $I_{0}$         
#yunit_str:                    W/m$^{2}$       
-2.3999999999999999e-13   7.1336996192689380e+06    
-2.3988278388278389e-13   7.1492753863799907e+06    
-2.3976556776556774e-13   7.1938514031751435e+06    
-2.3964835164835165e-13   7.2281057634135168e+06    
-2.3953113553113550e-13   7.2237415839529531e+06    
-2.3941391941391940e-13   7.1859435072722025e+06    
-2.3929670329670330e-13   7.1462535330933388e+06    
-2.3917948717948716e-13   7.1345237766597234e+06    
-2.3906227106227106e-13   7.1553274114812883e+06    
-2.3894505494505491e-13   7.1875176532119634e+06    
-2.3882783882783881e-13   7.2041640483831009e+06    
-2.3871062271062272e-13   7.1940043980159992e+06    
-2.3859340659340657e-13   7.1673486754840156e+06    
-2.3847619047619047e-13   7.1446139888086682e+06    
-2.3835897435897432e-13   7.1395983856498357e+06    
-2.3824175824175823e-13   7.1511885956562664e+06    
-2.3812454212454213e-13   7.1676164838904841e+06    
-2.3800732600732598e-13   7.1768349725605426e+06    
-2.3789010989010989e-13   7.1739340669785840e+06    
-2.3777289377289374e-13   7.1617770351823401e+06    
-2.3765567765567764e-13   7.1472937235471960e+06    
-2.3753846153846154e-13   7.1374495075207036e+06    
-2.3742124542124540e-13   7.1365345355310058e+06    
-2.3730402930402930e-13   7.1444550914927144e+06    
-2.3718681318681315e-13   7.1562050329129947e+06    
-2.3706959706959705e-13   7.1637094581943471e+06    
-2.3695238095238096e-13   7.1603305657173069e+06    
-2.3683516483516481e-13   7.1458315521313362e+06    
-2.3671794871794871e-13   7.1280072660384551e+06    
-2.3660073260073256e-13   7.1185364105073800e+06    
-2.3648351648351647e-13   7.1246805924825622e+06    
-2.3636630036630037e-13   7.1425937398323091e+06    
-2.3624908424908422e-13   7.1584040022208989e+06    
-2.3613186813186813e-13   7.1580217286771638e+06    
-2.3601465201465198e-13   7.1389060299102711e+06    
-2.3589743589743588e-13   7.1137023461493151e+06    
-2.3578021978021978e-13   7.1012315078062192e+06    
-2.3566300366300364e-13   7.1111871671448937e+06    
-2.3554578754578754e-13   7.1353824528571973e+06    
-2.3542857142857139e-13   7.1536790167215159e+06    
-2.3531135531135529e-13   7.1502231759142214e+06    
-2.3519413919413920e-13   7.1264414378150320e+06    
-2.3507692307692305e-13   7.0998817275833841e+06    
-2.3495970695970695e-13   7.0900728471396957e+06    
-2.3484249084249081e-13   7.1032439772906248e+06    
-2.3472527472527471e-13   7.1279773502899138e+06    
-2.3460805860805861e-13   7.1444290576595888e+06    
-2.3449084249084246e-13   7.1393282769850241e+06    
-2.3437362637362637e-13   7.1155541277538110e+06    
-2.3425641025641022e-13   7.0898563616493242e+06    
-2.3413919413919412e-13   7.0806562350400509e+06    
-2.3402197802197802e-13   7.0943749690081365e+06    
-2.3390476190476188e-13   7.1200045662257699e+06    
-2.3378754578754578e-13   7.1366695817444911e+06    
-2.3367032967032968e-13   7.1296980187193183e+06    
-2.3355311355311354e-13   7.1030685326336138e+06    
-2.3343589743589744e-13   7.0771884538264824e+06    
-2.3331868131868129e-13   7.0723360672573447e+06    
-2.3320146520146519e-13   7.0912616769605558e+06    
-2.3308424908424910e-13   7.1166246817436544e+06    
-2.3296703296703295e-13   7.1261932273264304e+06    
-2.3284981684981685e-13   7.1121751898149364e+06    
-2.3273260073260070e-13   7.0870424761437066e+06    
-2.3261538461538461e-13   7.0711916631685514e+06    
-2.3249816849816851e-13   7.0748678944988707e+06    
-2.3238095238095236e-13   7.0910602760087596e+06    
-2.3226373626373626e-13   7.1042328085099161e+06    
-2.3214652014652012e-13   7.1046824336238345e+06    
-2.3202930402930402e-13   7.0948267029148797e+06    
