#legend:                       ArgonShock      
#plabel:                       z               
#pscale:                       1.31262         
#pscale_str:                   $L_{NL}$        
#punit_str:                    m               
#pval:                         0.214789        
#title_str:                    z =             
#xcordID:                      T               
#xlabel:                       t               
#xscale:                       0               
#xscale_str:                   $t_{p}$         
#xunit_str:                    s               
#ycordID:                      I               
#ylabel:                       I               
#yscale:                       5e+16           
#yscale_str:                   $I_{0}$         
#yunit_str:                    W/m$^{2}$       
-2.3999999999999999e-13   2.2584795078912643e+06    
-2.3988278388278389e-13   2.2584833173862817e+06    
-2.3976556776556774e-13   2.2584896739796936e+06    
-2.3964835164835165e-13   2.2584986033744183e+06    
-2.3953113553113550e-13   2.2585101528877779e+06    
-2.3941391941391940e-13   2.2585242540222201e+06    
-2.3929670329670330e-13   2.2585408169159242e+06    
-2.3917948717948716e-13   2.2585599001944615e+06    
-2.3906227106227106e-13   2.2585815835320884e+06    
-2.3894505494505491e-13   2.2586057726299367e+06    
-2.3882783882783881e-13   2.2586323582915058e+06    
-2.3871062271062272e-13   2.2586614342457000e+06    
-2.3859340659340657e-13   2.2586931148892241e+06    
-2.3847619047619047e-13   2.2587273001720784e+06    
-2.3835897435897432e-13   2.2587638766336907e+06    
-2.3824175824175823e-13   2.2588029638019325e+06    
-2.3812454212454213e-13   2.2588446996604325e+06    
-2.3800732600732598e-13   2.2588889847669611e+06    
-2.3789010989010989e-13   2.2589357021740270e+06    
-2.3777289377289374e-13   2.2589849753766181e+06    
-2.3765567765567764e-13   2.2590369445946184e+06    
-2.3753846153846154e-13   2.2590915077394512e+06    
-2.3742124542124540e-13   2.2591485417082012e+06    
-2.3730402930402930e-13   2.2592081542261248e+06    
-2.3718681318681315e-13   2.2592704683702448e+06    
-2.3706959706959705e-13   2.2593353818701003e+06    
-2.3695238095238096e-13   2.2594027721927213e+06    
-2.3683516483516481e-13   2.2594727230798332e+06    
-2.3671794871794871e-13   2.2595453348177169e+06    
-2.3660073260073256e-13   2.2596205171686625e+06    
-2.3648351648351647e-13   2.2596981650750181e+06    
-2.3636630036630037e-13   2.2597783421825785e+06    
-2.3624908424908422e-13   2.2598611273989752e+06    
-2.3613186813186813e-13   2.2599464581069099e+06    
-2.3601465201465198e-13   2.2600342627869914e+06    
-2.3589743589743588e-13   2.2601245886643603e+06    
-2.3578021978021978e-13   2.2602174923482412e+06    
-2.3566300366300364e-13   2.2603129452358345e+06    
-2.3554578754578754e-13   2.2604109162491155e+06    
-2.3542857142857139e-13   2.2605114307984747e+06    
-2.3531135531135529e-13   2.2606145158490012e+06    
-2.3519413919413920e-13   2.2607201751357578e+06    
-2.3507692307692305e-13   2.2608284143303246e+06    
-2.3495970695970695e-13   2.2609392282375428e+06    
-2.3484249084249081e-13   2.2610526065639392e+06    
-2.3472527472527471e-13   2.2611685812835316e+06    
-2.3460805860805861e-13   2.2612871877893615e+06    
-2.3449084249084246e-13   2.2614083833507271e+06    
-2.3437362637362637e-13   2.2615321190758143e+06    
-2.3425641025641022e-13   2.2616584520634571e+06    
-2.3413919413919412e-13   2.2617874397489307e+06    
-2.3402197802197802e-13   2.2619190006954153e+06    
-2.3390476190476188e-13   2.2620530541404597e+06    
-2.3378754578754578e-13   2.2621896825777460e+06    
-2.3367032967032968e-13   2.2623289598525357e+06    
-2.3355311355311354e-13   2.2624707735710014e+06    
-2.3343589743589744e-13   2.2626150280798124e+06    
-2.3331868131868129e-13   2.2627618346785931e+06    
-2.3320146520146519e-13   2.2629112817165395e+06    
-2.3308424908424910e-13   2.2630632412874736e+06    
-2.3296703296703295e-13   2.2632176237850701e+06    
-2.3284981684981685e-13   2.2633745691513568e+06    
-2.3273260073260070e-13   2.2635341735349507e+06    
-2.3261538461538461e-13   2.2636963066360336e+06    
-2.3249816849816851e-13   2.2638608974360633e+06    
-2.3238095238095236e-13   2.2640281004962670e+06    
-2.3226373626373626e-13   2.2641980027230810e+06    
-2.3214652014652012e-13   2.2643704762885408e+06    
-2.3202930402930402e-13   2.2645454691943587e+06    
-2.3191208791208792e-13   2.2647231252738931e+06    
-2.3179487179487178e-13   2.2649035014169025e+06    
-2.3167765567765568e-13   2.2650864759690491e+06    
-2.3156043956043953e-13   2.2652720124678118e+06    
-2.3144322344322343e-13   2.2654602202771502e+06    
-2.3132600732600734e-13   2.2656511169311255e+06    
-2.3120879120879119e-13   2.2658445995012484e+06    
-2.3109157509157509e-13   2.2660406498229494e+06    
-2.3097435897435894e-13   2.2662393324071821e+06    
-2.3085714285714285e-13   2.2664406330222115e+06    
-2.3073992673992675e-13   2.2666444895553598e+06    
-2.3062271062271060e-13   2.2668509086153917e+06    
-2.3050549450549451e-13   2.2670599095951770e+06    
-2.3038827838827836e-13   2.2672714631935484e+06    
-2.3027106227106226e-13   2.2674855662362226e+06    
-2.3015384615384616e-13   2.2677022487275922e+06    
-2.3003663003663002e-13   2.2679214848580882e+06    
-2.2991941391941392e-13   2.2681432435632865e+06    
-2.2980219780219777e-13   2.2683675833296687e+06    
-2.2968498168498167e-13   2.2685945436442709e+06    
-2.2956776556776558e-13   2.2688240504520983e+06    
-2.2945054945054943e-13   2.2690560782459727e+06    
-2.2933333333333333e-13   2.2692907361382074e+06    
-2.2921611721611718e-13   2.2695280540609080e+06    
-2.2909890109890109e-13   2.2697679120405954e+06    
-2.2898168498168499e-13   2.2700102980280509e+06    
-2.2886446886446884e-13   2.2702553563423846e+06    
-2.2874725274725275e-13   2.2705030942510283e+06    
-2.2863003663003660e-13   2.2707533601878094e+06    
-2.2851282051282050e-13   2.2710061645522499e+06    
-2.2839560439560440e-13   2.2712616704499368e+06    
-2.2827838827838826e-13   2.2715198567436798e+06    
-2.2816117216117216e-13   2.2717805606729654e+06    
-2.2804395604395601e-13   2.2720438196940403e+06    
-2.2792673992673991e-13   2.2723097959657875e+06    
-2.2780952380952382e-13   2.2725784397623045e+06    
-2.2769230769230767e-13   2.2728495981941642e+06    
-2.2757509157509157e-13   2.2731233335839300e+06    
-2.2745787545787542e-13   2.2733997869489477e+06    
-2.2734065934065933e-13   2.2736788872406902e+06    
-2.2722344322344321e-13   2.2739605115425335e+06    
-2.2710622710622708e-13   2.2742447393019805e+06    
-2.2698901098901099e-13   2.2745316752291787e+06    
-2.2687179487179486e-13   2.2748212403602684e+06    
-2.2675457875457874e-13   2.2751133572937264e+06    
-2.2663736263736262e-13   2.2754081088496018e+06    
-2.2652014652014650e-13   2.2757055527618406e+06    
-2.2640293040293040e-13   2.2760056173279104e+06    
-2.2628571428571428e-13   2.2763082759546298e+06    
-2.2616849816849815e-13   2.2766135959781078e+06    
-2.2605128205128203e-13   2.2769215830273069e+06    
-2.2593406593406591e-13   2.2772321866046488e+06    
-2.2581684981684981e-13   2.2775454269201197e+06    
-2.2569963369963369e-13   2.2778613373444751e+06    
-2.2558241758241757e-13   2.2781798749808958e+06    
-2.2546520146520145e-13   2.2785010235776338e+06    
-2.2534798534798532e-13   2.2788248396069710e+06    
-2.2523076923076923e-13   2.2791513111854391e+06    
-2.2511355311355310e-13   2.2794803612456624e+06    
-2.2499633699633698e-13   2.2798120189065747e+06    
-2.2487912087912086e-13   2.2801463648430072e+06    
-2.2476190476190474e-13   2.2804833407235732e+06    
-2.2464468864468864e-13   2.2808228578223567e+06    
-2.2452747252747252e-13   2.2811649970220099e+06    
-2.2441025641025640e-13   2.2815098482586355e+06    
-2.2429304029304027e-13   2.2818573134924877e+06    
-2.2417582417582415e-13   2.2822073144553318e+06    
-2.2405860805860805e-13   2.2825599779274180e+06    
-2.2394139194139193e-13   2.2829153852614616e+06    
-2.2382417582417581e-13   2.2832734084782642e+06    
-2.2370695970695969e-13   2.2836339947382184e+06    
-2.2358974358974359e-13   2.2839972992112609e+06    
-2.2347252747252747e-13   2.2843633765613311e+06    
-2.2335531135531134e-13   2.2847320827304660e+06    
-2.2323809523809522e-13   2.2851033972229054e+06    
-2.2312087912087910e-13   2.2854774805976488e+06    
-2.2300366300366300e-13   2.2858543499472169e+06    
-2.2288644688644688e-13   2.2862338626741385e+06    
-2.2276923076923076e-13   2.2866160316969836e+06    
-2.2265201465201464e-13   2.2870009997416190e+06    
-2.2253479853479851e-13   2.2873887451121947e+06    
-2.2241758241758242e-13   2.2877791456951727e+06    
-2.2230036630036629e-13   2.2881722412895984e+06    
-2.2218315018315017e-13   2.2885681358784242e+06    
-2.2206593406593405e-13   2.2889667764011961e+06    
-2.2194871794871793e-13   2.2893680766499746e+06    
-2.2183150183150183e-13   2.2897720906517310e+06    
-2.2171428571428571e-13   2.2901788702854984e+06    
-2.2159706959706958e-13   2.2905883476334210e+06    
-2.2147985347985346e-13   2.2910004848536216e+06    
-2.2136263736263737e-13   2.2914153362757042e+06    
-2.2124542124542124e-13   2.2918329013121231e+06    
-2.2112820512820512e-13   2.2922531203123080e+06    
-2.2101098901098900e-13   2.2926760102574527e+06    
-2.2089377289377288e-13   2.2931016133867679e+06    
-2.2077655677655678e-13   2.2935298847132437e+06    
-2.2065934065934066e-13   2.2939607948668245e+06    
-2.2054212454212453e-13   2.2943944111417155e+06    
-2.2042490842490841e-13   2.2948307497848230e+06    
-2.2030769230769229e-13   2.2952697341321670e+06    
-2.2019047619047619e-13   2.2957113776763068e+06    
-2.2007326007326007e-13   2.2961557810373958e+06    
-2.1995604395604395e-13   2.2966029222152550e+06    
-2.1983882783882783e-13   2.2970527071346520e+06    
-2.1972161172161170e-13   2.2975051938760858e+06    
-2.1960439560439561e-13   2.2979604927596133e+06    
-2.1948717948717948e-13   2.2984185375861442e+06    
-2.1936996336996336e-13   2.2988792328278902e+06    
-2.1925274725274724e-13   2.2993426749888933e+06    
-2.1913553113553112e-13   2.2998089611275485e+06    
-2.1901831501831502e-13   2.3002779863462527e+06    
-2.1890109890109890e-13   2.3007496715312880e+06    
-2.1878388278388277e-13   2.3012241406370550e+06    
-2.1866666666666665e-13   2.3017014628978958e+06    
-2.1854945054945053e-13   2.3021815109383767e+06    
-2.1843223443223443e-13   2.3026642381510967e+06    
-2.1831501831501831e-13   2.3031497812668988e+06    
-2.1819780219780219e-13   2.3036381736167246e+06    
-2.1808058608058607e-13   2.3041292862534723e+06    
-2.1796336996336994e-13   2.3046231119381711e+06    
-2.1784615384615385e-13   2.3051197802955499e+06    
-2.1772893772893772e-13   2.3056192865628204e+06    
-2.1761172161172160e-13   2.3061215195163363e+06    
-2.1749450549450548e-13   2.3066265069683366e+06    
-2.1737728937728936e-13   2.3071343501025932e+06    
-2.1726007326007326e-13   2.3076450112090348e+06    
-2.1714285714285714e-13   2.3081584119593995e+06    
-2.1702564102564101e-13   2.3086746021890240e+06    
-2.1690842490842489e-13   2.3091936376359598e+06    
-2.1679120879120877e-13   2.3097154592800932e+06    
-2.1667399267399267e-13   2.3102400310361600e+06    
-2.1655677655677655e-13   2.3107674070557626e+06    
-2.1643956043956043e-13   2.3112975900067193e+06    
-2.1632234432234431e-13   2.3118305177250928e+06    
-2.1620512820512818e-13   2.3123662001977623e+06    
-2.1608791208791209e-13   2.3129046800459451e+06    
-2.1597069597069596e-13   2.3134459125259905e+06    
-2.1585347985347984e-13   2.3139898551860168e+06    
-2.1573626373626372e-13   2.3145365638093096e+06    
-2.1561904761904760e-13   2.3150860598674431e+06    
-2.1550183150183150e-13   2.3156382686833795e+06    
-2.1538461538461538e-13   2.3161931889139628e+06    
-2.1526739926739926e-13   2.3167509150604140e+06    
-2.1515018315018313e-13   2.3173114412652878e+06    
-2.1503296703296701e-13   2.3178746826910111e+06    
-2.1491575091575091e-13   2.3184406877485705e+06    
-2.1479853479853479e-13   2.3190095693088081e+06    
-2.1468131868131867e-13   2.3195812860816093e+06    
-2.1456410256410255e-13   2.3201557560583586e+06    
-2.1444688644688642e-13   2.3207330675816257e+06    
-2.1432967032967033e-13   2.3213133221791885e+06    
-2.1421245421245420e-13   2.3218964378096471e+06    
-2.1409523809523808e-13   2.3224823431856348e+06    
-2.1397802197802196e-13   2.3230711488886890e+06    
-2.1386080586080584e-13   2.3236629216626771e+06    
-2.1374358974358974e-13   2.3242575469155903e+06    
-2.1362637362637362e-13   2.3248549766440224e+06    
-2.1350915750915750e-13   2.3254553292902042e+06    
-2.1339194139194137e-13   2.3260586305717113e+06    
-2.1327472527472525e-13   2.3266647567304065e+06    
-2.1315750915750915e-13   2.3272736963812560e+06    
-2.1304029304029303e-13   2.3278855642995867e+06    
-2.1292307692307691e-13   2.3285003501667562e+06    
-2.1280586080586079e-13   2.3291179462942253e+06    
-2.1268864468864466e-13   2.3297383805417418e+06    
-2.1257142857142857e-13   2.3303617488852013e+06    
-2.1245421245421244e-13   2.3309880120519544e+06    
-2.1233699633699632e-13   2.3316170952111213e+06    
-2.1221978021978020e-13   2.3322490530631542e+06    
-2.1210256410256410e-13   2.3328839449979151e+06    
-2.1198534798534798e-13   2.3335217126667267e+06    
-2.1186813186813186e-13   2.3341623207264594e+06    
-2.1175091575091574e-13   2.3348058313527307e+06    
-2.1163369963369961e-13   2.3354522571115084e+06    
-2.1151648351648349e-13   2.3361015364429057e+06    
-2.1139926739926739e-13   2.3367536767482888e+06    
-2.1128205128205127e-13   2.3374087306452370e+06    
-2.1116483516483515e-13   2.3380666684175781e+06    
-2.1104761904761905e-13   2.3387274472029782e+06    
-2.1093040293040290e-13   2.3393911163114626e+06    
-2.1081318681318681e-13   2.3400577076654239e+06    
-2.1069597069597069e-13   2.3407271628222489e+06    
-2.1057875457875456e-13   2.3413994759594481e+06    
-2.1046153846153847e-13   2.3420747283705105e+06    
-2.1034432234432234e-13   2.3427529206164232e+06    
-2.1022710622710622e-13   2.3434339806989804e+06    
-2.1010989010989010e-13   2.3441179462462855e+06    
-2.0999267399267398e-13   2.3448049103425192e+06    
-2.0987545787545788e-13   2.3454948346918523e+06    
-2.0975824175824176e-13   2.3461876482638712e+06    
-2.0964102564102563e-13   2.3468834277638625e+06    
-2.0952380952380951e-13   2.3475822556603746e+06    
-2.0940659340659339e-13   2.3482840559679354e+06    
-2.0928937728937729e-13   2.3489887731305128e+06    
-2.0917216117216117e-13   2.3496965117523954e+06    
-2.0905494505494505e-13   2.3504073263366730e+06    
-2.0893772893772893e-13   2.3511211128269145e+06    
-2.0882051282051280e-13   2.3518378422604622e+06    
-2.0870329670329671e-13   2.3525576310186349e+06    
-2.0858608058608058e-13   2.3532804941660888e+06    
-2.0846886446886446e-13   2.3540063157647164e+06    
-2.0835164835164834e-13   2.3547350987615935e+06    
-2.0823443223443222e-13   2.3554669535084004e+06    
-2.0811721611721612e-13   2.3562018555039656e+06    
-2.0800000000000000e-13   2.3569396981795435e+06    
-2.0788278388278387e-13   2.3576805180614674e+06    
-2.0776556776556775e-13   2.3584244063297575e+06    
-2.0764835164835163e-13   2.3591713109989306e+06    
-2.0753113553113553e-13   2.3599211562662092e+06    
-2.0741391941391941e-13   2.3606740070982859e+06    
-2.0729670329670329e-13   2.3614299253966506e+06    
-2.0717948717948717e-13   2.3621888465699907e+06    
-2.0706227106227104e-13   2.3629507363476711e+06    
-2.0694505494505495e-13   2.3637156702628452e+06    
-2.0682783882783882e-13   2.3644836704627685e+06    
-2.0671062271062270e-13   2.3652546720826002e+06    
-2.0659340659340658e-13   2.3660286799049051e+06    
-2.0647619047619046e-13   2.3668057575758696e+06    
-2.0635897435897436e-13   2.3675858850055998e+06    
-2.0624175824175824e-13   2.3683690115082269e+06    
-2.0612454212454212e-13   2.3691551748765600e+06    
-2.0600732600732599e-13   2.3699444117870154e+06    
-2.0589010989010987e-13   2.3707366715275371e+06    
-2.0577289377289377e-13   2.3715319360852698e+06    
-2.0565567765567765e-13   2.3723302684952505e+06    
-2.0553846153846153e-13   2.3731316733990279e+06    
-2.0542124542124541e-13   2.3739360904788263e+06    
-2.0530402930402928e-13   2.3747435467284657e+06    
-2.0518681318681319e-13   2.3755541181264892e+06    
-2.0506959706959706e-13   2.3763677760405745e+06    
-2.0495238095238094e-13   2.3771844691119138e+06    
-2.0483516483516482e-13   2.3780042676995299e+06    
-2.0471794871794870e-13   2.3788272396453656e+06    
-2.0460073260073260e-13   2.3796533225645800e+06    
-2.0448351648351648e-13   2.3804824841776206e+06    
-2.0436630036630036e-13   2.3813148225240721e+06    
-2.0424908424908423e-13   2.3821503746670792e+06    
-2.0413186813186811e-13   2.3829890485794712e+06    
-2.0401465201465201e-13   2.3838308364989632e+06    
-2.0389743589743589e-13   2.3846758445248958e+06    
-2.0378021978021977e-13   2.3855240666599968e+06    
-2.0366300366300365e-13   2.3863753961960915e+06    
-2.0354578754578752e-13   2.3872298553242539e+06    
-2.0342857142857143e-13   2.3880875428738617e+06    
-2.0331135531135530e-13   2.3889484128907672e+06    
-2.0319413919413918e-13   2.3898123666561693e+06    
-2.0307692307692306e-13   2.3906794590057801e+06    
-2.0295970695970694e-13   2.3915497705747765e+06    
-2.0284249084249084e-13   2.3924232283515744e+06    
-2.0272527472527472e-13   2.3932997624842627e+06    
-2.0260805860805860e-13   2.3941794543463280e+06    
-2.0249084249084247e-13   2.3950623576064296e+06    
-2.0237362637362635e-13   2.3959483885746035e+06    
-2.0225641025641025e-13   2.3968375181501210e+06    
-2.0213919413919413e-13   2.3977298401758499e+06    
-2.0202197802197801e-13   2.3986253762624031e+06    
-2.0190476190476189e-13   2.3995240493363198e+06    
-2.0178754578754576e-13   2.4004258724938259e+06    
-2.0167032967032967e-13   2.4013309334070543e+06    
-2.0155311355311355e-13   2.4022392206743779e+06    
-2.0143589743589742e-13   2.4031506772095934e+06    
-2.0131868131868130e-13   2.4040653475202555e+06    
-2.0120146520146518e-13   2.4049832912189006e+06    
-2.0108424908424908e-13   2.4059044670773246e+06    
-2.0096703296703296e-13   2.4068288442327082e+06    
-2.0084981684981684e-13   2.4077564799186308e+06    
-2.0073260073260071e-13   2.4086873905189219e+06    
-2.0061538461538459e-13   2.4096215169622418e+06    
-2.0049816849816849e-13   2.4105588614844875e+06    
-2.0038095238095237e-13   2.4114994802738060e+06    
-2.0026373626373625e-13   2.4124433494960461e+06    
-2.0014652014652015e-13   2.4133904179698671e+06    
-2.0002930402930401e-13   2.4143407301080930e+06    
-1.9991208791208791e-13   2.4152943347995104e+06    
-1.9979487179487179e-13   2.4162511838883064e+06    
-1.9967765567765566e-13   2.4172112587030600e+06    
-1.9956043956043957e-13   2.4181746435220903e+06    
-1.9944322344322342e-13   2.4191413694482925e+06    
-1.9932600732600732e-13   2.4201113749514432e+06    
-1.9920879120879120e-13   2.4210846800735071e+06    
-1.9909157509157508e-13   2.4220613856786494e+06    
-1.9897435897435898e-13   2.4230414854287212e+06    
-1.9885714285714286e-13   2.4240249064917141e+06    
-1.9873992673992673e-13   2.4250116964891036e+06    
-1.9862271062271061e-13   2.4260019401551904e+06    
-1.9850549450549449e-13   2.4269955803890363e+06    
-1.9838827838827839e-13   2.4279925401092912e+06    
