#FileSignature: 0
#legend: No Name
#sim_duration: 0.018952
#title_str: z = 
#tlabel: z
#tscale: 0.007058
#tscale_str: $L_{NL}$
#tunit_str: m
#xcordID: T
#xlabel: t
#xscale: 0.000000
#xscale_str: $t_{p}$
#xunit_str: s
#ycordID: I
#ylabel: I
#yscale: 550000000000000.000000
#yscale_str: $I_{0}$
#yunit_str: W/m$^{2}$
 -4.0000000000000000e-14  1.5169219616895914e+10
 -3.9843444227005873e-14  1.3968912520450558e+10
 -3.9686888454011739e-14  1.3503566013262945e+10
 -3.9530332681017612e-14  1.4468690903511293e+10
 -3.9373776908023484e-14  1.5158602283343588e+10
 -3.9217221135029357e-14  1.4339042083771675e+10
 -3.9060665362035223e-14  1.3316450767225410e+10
 -3.8904109589041096e-14  1.3735082424969807e+10
 -3.8747553816046968e-14  1.4815900766814550e+10
 -3.8590998043052835e-14  1.4673235432536846e+10
 -3.8434442270058707e-14  1.3484182339992455e+10
 -3.8277886497064580e-14  1.3184251413804171e+10
 -3.8121330724070452e-14  1.4211969804125139e+10
 -3.7964774951076319e-14  1.4777137779638834e+10
 -3.7808219178082191e-14  1.3873511911289513e+10
 -3.7651663405088064e-14  1.2966487293960682e+10
 -3.7495107632093930e-14  1.3525481377849421e+10
 -3.7338551859099803e-14  1.4555794774474951e+10
 -3.7181996086105676e-14  1.4275118589167933e+10
 -3.7025440313111548e-14  1.3109336871013077e+10
 -3.6868884540117414e-14  1.2972644072570164e+10
 -3.6712328767123287e-14  1.4048616001944973e+10
 -3.6555772994129160e-14  1.4484598448614103e+10
 -3.6399217221135026e-14  1.3508058446936039e+10
 -3.6242661448140899e-14  1.2723432898284966e+10
 -3.6086105675146771e-14  1.3412677037537903e+10
 -3.5929549902152644e-14  1.4380798121532734e+10
 -3.5772994129158510e-14  1.3966780121109961e+10
 -3.5616438356164383e-14  1.2836284695345804e+10
 -3.5459882583170255e-14  1.2861191135673552e+10
 -3.5303326810176122e-14  1.3971737602003744e+10
 -3.5146771037181994e-14  1.4274294959777882e+10
 -3.4990215264187867e-14  1.3235959336146978e+10
 -3.4833659491193740e-14  1.2580871655834850e+10
 -3.4677103718199612e-14  1.3390842046694714e+10
 -3.4520547945205479e-14  1.4285429772826374e+10
 -3.4363992172211351e-14  1.3742777366818310e+10
 -3.4207436399217224e-14  1.2659766841780031e+10
 -3.4050880626223090e-14  1.2845111109829000e+10
 -3.3894324853228963e-14  1.3976944871866161e+10
 -3.3737769080234835e-14  1.4141945541348347e+10
 -3.3581213307240708e-14  1.3053074994517963e+10
 -3.3424657534246574e-14  1.2535070561144983e+10
 -3.3268101761252447e-14  1.3456642207063393e+10
 -3.3111545988258320e-14  1.4266488406410536e+10
 -3.2954990215264186e-14  1.3600016046132711e+10
 -3.2798434442270058e-14  1.2577066013225216e+10
 -3.2641878669275931e-14  1.2922123337536114e+10
 -3.2485322896281804e-14  1.4062105599641287e+10
 -3.2328767123287670e-14  1.4085448582121964e+10
 -3.2172211350293543e-14  1.2957631133062347e+10
 -3.2015655577299415e-14  1.2584774670910286e+10
 -3.1859099804305282e-14  1.3609048505525923e+10
 -3.1702544031311154e-14  1.4322881174287203e+10
 -3.1545988258317027e-14  1.3537595541977541e+10
 -3.1389432485322899e-14  1.2587868650096365e+10
 -3.1232876712328766e-14  1.3092322366293718e+10
 -3.1076320939334638e-14  1.4227226890368845e+10
 -3.0919765166340511e-14  1.4104777415717552e+10
 -3.0763209393346377e-14  1.2950137227559708e+10
 -3.0606653620352250e-14  1.2731146317775396e+10
 -3.0450097847358122e-14  1.3849281142139503e+10
 -3.0293542074363995e-14  1.4455569047197903e+10
 -3.0136986301369861e-14  1.3556773468182213e+10
 -2.9980430528375734e-14  1.2694260213418848e+10
 -2.9823874755381607e-14  1.3358187843290291e+10
 -2.9667318982387473e-14  1.4474460609663820e+10
 -2.9510763209393346e-14  1.4201992484182270e+10
 -2.9354207436399218e-14  1.3033430669234371e+10
 -2.9197651663405091e-14  1.2977837816896214e+10
 -2.9041095890410957e-14  1.4180882083092590e+10
 -2.8884540117416830e-14  1.4667633828413759e+10
 -2.8727984344422702e-14  1.3661057335985895e+10
 -2.8571428571428569e-14  1.2900857490208895e+10
 -2.8414872798434441e-14  1.3724729453149830e+10
 -2.8258317025440314e-14  1.4808234512953520e+10
 -2.8101761252446183e-14  1.4381381833163267e+10
 -2.7945205479452053e-14  1.3212864486083458e+10
 -2.7788649706457925e-14  1.3331213606721977e+10
 -2.7632093933463798e-14  1.4609925019383860e+10
 -2.7475538160469668e-14  1.4964474405665268e+10
 -2.7318982387475537e-14  1.3856439412250385e+10
 -2.7162426614481410e-14  1.3215103463667919e+10
